Project ID with serial,Number of turbines,Breakpoint between base and topping (percent),Turbine rating MW,Crane breakdown fraction,Labor cost multiplier,Hub height m,Base crane choice,Offload crane choice,Top crane choice,Base total cost,Offload total cost,Top total cost,Base wind multiplier,Offload wind multiplier,Top wind multiplier,Base operation time all turbines (hours),Offload operation time all turbines (hours),Top operation time all turbines (hours)
Baseline 1.5MW 91m RD 80m HH_1096,133.0,0.4375,1.5,0.25,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,364981.0,1344753.0,12295727.0,1.26,1.0,1.59,135.0,349.0,2612.0
Baseline 1.5MW 91m RD 80m HH_1097,267.0,0.4375,1.5,0.25,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,712269.0,2658140.0,24026966.0,1.26,1.0,1.59,271.0,700.0,5186.0
Baseline 1.5MW 91m RD 80m HH_1098,667.0,0.4375,1.5,0.25,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,1749520.0,6581034.0,59356229.0,1.26,1.0,1.59,678.0,1749.0,12939.0
Baseline 1.5MW 91m RD 80m HH_1099,13.0,0.0,1.5,0.5,1.5,80,,LB 75 Hydraulic,LR1500 SL3F,,165650.0,2346577.0,,1.0,1.56,,34.0,434.0
Baseline 1.5MW 91m RD 80m HH_1100,33.0,0.4375,1.5,0.5,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,105106.0,365147.0,5105148.0,1.26,1.0,1.59,34.0,87.0,1033.0
Baseline 1.5MW 91m RD 80m HH_1101,67.0,0.4375,1.5,0.5,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,194769.0,698929.0,9850428.0,1.26,1.0,1.59,68.0,176.0,2075.0
Baseline 1.5MW 91m RD 80m HH_1102,100.0,0.4375,1.5,0.5,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,279875.0,1019606.0,14354956.0,1.26,1.0,1.59,102.0,262.0,3063.0
Baseline 1.5MW 91m RD 80m HH_1103,133.0,0.4375,1.5,0.5,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,364981.0,1344753.0,19064104.0,1.26,1.0,1.59,135.0,349.0,4097.0
Baseline 1.5MW 91m RD 80m HH_1104,267.0,0.4375,1.5,0.5,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,712269.0,2658140.0,37765151.0,1.26,1.0,1.59,271.0,700.0,8201.0
Baseline 1.5MW 91m RD 80m HH_1105,667.0,0.4375,1.5,0.5,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,1749520.0,6581034.0,93597787.0,1.26,1.0,1.59,678.0,1749.0,20454.0
Baseline 1.5MW 91m RD 80m HH_1106,13.0,0.0,1.5,0.75,1.5,80,,LB 75 Hydraulic,LR1500 SL3F,,165650.0,2952828.0,,1.0,1.56,,34.0,569.0
Baseline 1.5MW 91m RD 80m HH_1107,33.0,0.4375,1.5,0.75,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,105106.0,365147.0,6745290.0,1.26,1.0,1.59,34.0,87.0,1393.0
Baseline 1.5MW 91m RD 80m HH_1108,67.0,0.4375,1.5,0.75,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,194769.0,698929.0,13335331.0,1.26,1.0,1.59,68.0,176.0,2840.0
Baseline 1.5MW 91m RD 80m HH_1109,100.0,0.4375,1.5,0.75,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,279875.0,1019606.0,19480002.0,1.26,1.0,1.59,102.0,262.0,4188.0
Baseline 1.5MW 91m RD 80m HH_1110,133.0,0.4375,1.5,0.75,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,364981.0,1344753.0,25829292.0,1.26,1.0,1.59,135.0,349.0,5582.0
Baseline 1.5MW 91m RD 80m HH_1111,267.0,0.4375,1.5,0.75,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,712269.0,2658140.0,51503336.0,1.26,1.0,1.59,271.0,700.0,11216.0
Baseline 1.5MW 91m RD 80m HH_1112,667.0,0.4375,1.5,0.75,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,1749520.0,6581034.0,127842534.0,1.26,1.0,1.59,678.0,1749.0,27969.0
Baseline 1.5MW 91m RD 80m HH_1113,13.0,0.0,1.5,1.0,1.5,80,,LB 75 Hydraulic,LR1500 SL3F,,165650.0,3559079.0,,1.0,1.56,,34.0,704.0
Baseline 1.5MW 91m RD 80m HH_1114,33.0,0.4375,1.5,1.0,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,105106.0,365147.0,8385432.0,1.26,1.0,1.59,34.0,87.0,1753.0
Baseline 1.5MW 91m RD 80m HH_1115,67.0,0.4375,1.5,1.0,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,194769.0,698929.0,16615616.0,1.26,1.0,1.59,68.0,176.0,3560.0
Baseline 1.5MW 91m RD 80m HH_1116,100.0,0.4375,1.5,1.0,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,279875.0,1019606.0,24605048.0,1.26,1.0,1.59,102.0,262.0,5313.0
Baseline 1.5MW 91m RD 80m HH_1117,133.0,0.4375,1.5,1.0,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,364981.0,1344753.0,32594481.0,1.26,1.0,1.59,135.0,349.0,7067.0
Baseline 1.5MW 91m RD 80m HH_1118,267.0,0.4375,1.5,1.0,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,712269.0,2658140.0,65036902.0,1.26,1.0,1.59,271.0,700.0,14186.0
Baseline 1.5MW 91m RD 80m HH_1119,667.0,0.4375,1.5,1.0,1.5,80,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL3F,1749520.0,6581034.0,161879473.0,1.26,1.0,1.59,678.0,1749.0,35439.0
Baseline 1.5MW 91m RD 90m HH_1120,13.0,0.0,1.5,0.0,0.5,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,88786.0,809385.0,,1.0,1.56,,34.0,146.0
Baseline 1.5MW 91m RD 90m HH_1121,33.0,0.3888888888888889,1.5,0.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,56710.0,166042.0,1191592.0,1.24,1.0,1.58,34.0,87.0,336.0
Baseline 1.5MW 91m RD 90m HH_1122,67.0,0.3888888888888889,1.5,0.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,94434.0,295469.0,1879876.0,1.24,1.0,1.58,68.0,177.0,682.0
Baseline 1.5MW 91m RD 90m HH_1123,100.0,0.3888888888888889,1.5,0.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,131954.0,419921.0,2547467.0,1.24,1.0,1.58,102.0,264.0,1019.0
Baseline 1.5MW 91m RD 90m HH_1124,133.0,0.3888888888888889,1.5,0.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168664.0,545963.0,3215059.0,1.24,1.0,1.58,135.0,351.0,1355.0
Baseline 1.5MW 91m RD 90m HH_1125,267.0,0.3888888888888889,1.5,0.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,318343.0,1055311.0,5926810.0,1.24,1.0,1.58,272.0,704.0,2720.0
Baseline 1.5MW 91m RD 90m HH_1126,667.0,0.3888888888888889,1.5,0.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,764539.0,2578175.0,14021852.0,1.24,1.0,1.58,679.0,1758.0,6794.0
Baseline 1.5MW 91m RD 90m HH_1127,13.0,0.0,1.5,0.25,0.5,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,88786.0,1161369.0,,1.0,1.56,,34.0,326.0
Baseline 1.5MW 91m RD 90m HH_1128,33.0,0.3888888888888889,1.5,0.25,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,56710.0,166042.0,1996103.0,1.24,1.0,1.58,34.0,87.0,741.0
Baseline 1.5MW 91m RD 90m HH_1129,67.0,0.3888888888888889,1.5,0.25,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,94434.0,295469.0,3399638.0,1.24,1.0,1.58,68.0,177.0,1447.0
Baseline 1.5MW 91m RD 90m HH_1130,100.0,0.3888888888888889,1.5,0.25,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,131954.0,419921.0,4782481.0,1.24,1.0,1.58,102.0,264.0,2144.0
Baseline 1.5MW 91m RD 90m HH_1131,133.0,0.3888888888888889,1.5,0.25,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168664.0,545963.0,6254584.0,1.24,1.0,1.58,135.0,351.0,2885.0
Baseline 1.5MW 91m RD 90m HH_1132,267.0,0.3888888888888889,1.5,0.25,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,318343.0,1055311.0,11916600.0,1.24,1.0,1.58,272.0,704.0,5735.0
Baseline 1.5MW 91m RD 90m HH_1133,667.0,0.3888888888888889,1.5,0.25,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,764539.0,2578175.0,28951696.0,1.24,1.0,1.58,679.0,1758.0,14309.0
Baseline 1.5MW 91m RD 90m HH_1134,13.0,0.0,1.5,0.5,0.5,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,88786.0,1425356.0,,1.0,1.56,,34.0,461.0
Baseline 1.5MW 91m RD 90m HH_1135,33.0,0.3888888888888889,1.5,0.5,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,56710.0,166042.0,2711354.0,1.24,1.0,1.58,34.0,87.0,1101.0
Baseline 1.5MW 91m RD 90m HH_1136,67.0,0.3888888888888889,1.5,0.5,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,94434.0,295469.0,4919400.0,1.24,1.0,1.58,68.0,177.0,2212.0
Baseline 1.5MW 91m RD 90m HH_1137,100.0,0.3888888888888889,1.5,0.5,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,131954.0,419921.0,7017494.0,1.24,1.0,1.58,102.0,264.0,3269.0
Baseline 1.5MW 91m RD 90m HH_1138,133.0,0.3888888888888889,1.5,0.5,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168664.0,545963.0,9204848.0,1.24,1.0,1.58,135.0,351.0,4370.0
Baseline 1.5MW 91m RD 90m HH_1139,267.0,0.3888888888888889,1.5,0.5,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,318343.0,1055311.0,17906389.0,1.24,1.0,1.58,272.0,704.0,8750.0
Baseline 1.5MW 91m RD 90m HH_1140,667.0,0.3888888888888889,1.5,0.5,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,764539.0,2578175.0,43881540.0,1.24,1.0,1.58,679.0,1758.0,21824.0
Baseline 1.5MW 91m RD 90m HH_1141,13.0,0.0,1.5,0.75,0.5,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,88786.0,1689344.0,,1.0,1.56,,34.0,596.0
Baseline 1.5MW 91m RD 90m HH_1142,33.0,0.3888888888888889,1.5,0.75,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,56710.0,166042.0,3426605.0,1.24,1.0,1.58,34.0,87.0,1461.0
Baseline 1.5MW 91m RD 90m HH_1143,67.0,0.3888888888888889,1.5,0.75,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,94434.0,295469.0,6439162.0,1.24,1.0,1.58,68.0,177.0,2977.0
Baseline 1.5MW 91m RD 90m HH_1144,100.0,0.3888888888888889,1.5,0.75,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,131954.0,419921.0,9252508.0,1.24,1.0,1.58,102.0,264.0,4394.0
Baseline 1.5MW 91m RD 90m HH_1145,133.0,0.3888888888888889,1.5,0.75,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168664.0,545963.0,12155113.0,1.24,1.0,1.58,135.0,351.0,5855.0
Baseline 1.5MW 91m RD 90m HH_1146,267.0,0.3888888888888889,1.5,0.75,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,318343.0,1055311.0,23896179.0,1.24,1.0,1.58,272.0,704.0,11765.0
Baseline 1.5MW 91m RD 90m HH_1147,667.0,0.3888888888888889,1.5,0.75,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,764539.0,2578175.0,58811384.0,1.24,1.0,1.58,679.0,1758.0,29339.0
Baseline 1.5MW 91m RD 90m HH_1148,13.0,0.0,1.5,1.0,0.5,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,88786.0,1953332.0,,1.0,1.56,,34.0,731.0
Baseline 1.5MW 91m RD 90m HH_1149,33.0,0.3888888888888889,1.5,1.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,56710.0,166042.0,4141857.0,1.24,1.0,1.58,34.0,87.0,1821.0
Baseline 1.5MW 91m RD 90m HH_1150,67.0,0.3888888888888889,1.5,1.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,94434.0,295469.0,7869665.0,1.24,1.0,1.58,68.0,177.0,3697.0
Baseline 1.5MW 91m RD 90m HH_1151,100.0,0.3888888888888889,1.5,1.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,131954.0,419921.0,11487522.0,1.24,1.0,1.58,102.0,264.0,5519.0
Baseline 1.5MW 91m RD 90m HH_1152,133.0,0.3888888888888889,1.5,1.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168664.0,545963.0,15105378.0,1.24,1.0,1.58,135.0,351.0,7340.0
Baseline 1.5MW 91m RD 90m HH_1153,267.0,0.3888888888888889,1.5,1.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,318343.0,1055311.0,29796708.0,1.24,1.0,1.58,272.0,704.0,14735.0
Baseline 1.5MW 91m RD 90m HH_1154,667.0,0.3888888888888889,1.5,1.0,0.5,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,764539.0,2578175.0,73651968.0,1.24,1.0,1.58,679.0,1758.0,36809.0
Baseline 1.5MW 91m RD 90m HH_1155,13.0,0.0,1.5,0.0,0.75,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,108150.0,901374.0,,1.0,1.56,,34.0,146.0
Baseline 1.5MW 91m RD 90m HH_1156,33.0,0.3888888888888889,1.5,0.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,68621.0,216195.0,1406667.0,1.24,1.0,1.58,34.0,87.0,336.0
Baseline 1.5MW 91m RD 90m HH_1157,67.0,0.3888888888888889,1.5,0.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,118574.0,397100.0,2316743.0,1.24,1.0,1.58,68.0,177.0,682.0
Baseline 1.5MW 91m RD 90m HH_1158,100.0,0.3888888888888889,1.5,0.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168365.0,570986.0,3199410.0,1.24,1.0,1.58,102.0,264.0,1019.0
Baseline 1.5MW 91m RD 90m HH_1159,133.0,0.3888888888888889,1.5,0.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,216986.0,747181.0,4082077.0,1.24,1.0,1.58,135.0,351.0,1355.0
Baseline 1.5MW 91m RD 90m HH_1160,267.0,0.3888888888888889,1.5,0.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,415303.0,1459072.0,7667563.0,1.24,1.0,1.58,272.0,704.0,2720.0
Baseline 1.5MW 91m RD 90m HH_1161,667.0,0.3888888888888889,1.5,0.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,1006423.0,3587634.0,18370880.0,1.24,1.0,1.58,679.0,1758.0,6794.0
Baseline 1.5MW 91m RD 90m HH_1162,13.0,0.0,1.5,0.25,0.75,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,108150.0,1366763.0,,1.0,1.56,,34.0,326.0
Baseline 1.5MW 91m RD 90m HH_1163,33.0,0.3888888888888889,1.5,0.25,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,68621.0,216195.0,2470383.0,1.24,1.0,1.58,34.0,87.0,741.0
Baseline 1.5MW 91m RD 90m HH_1164,67.0,0.3888888888888889,1.5,0.25,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,118574.0,397100.0,4326169.0,1.24,1.0,1.58,68.0,177.0,1447.0
Baseline 1.5MW 91m RD 90m HH_1165,100.0,0.3888888888888889,1.5,0.25,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168365.0,570986.0,6154548.0,1.24,1.0,1.58,102.0,264.0,2144.0
Baseline 1.5MW 91m RD 90m HH_1166,133.0,0.3888888888888889,1.5,0.25,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,216986.0,747181.0,8100931.0,1.24,1.0,1.58,135.0,351.0,2885.0
Baseline 1.5MW 91m RD 90m HH_1167,267.0,0.3888888888888889,1.5,0.25,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,415303.0,1459072.0,15587265.0,1.24,1.0,1.58,272.0,704.0,5735.0
Baseline 1.5MW 91m RD 90m HH_1168,667.0,0.3888888888888889,1.5,0.25,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,1006423.0,3587634.0,38111134.0,1.24,1.0,1.58,679.0,1758.0,14309.0
Baseline 1.5MW 91m RD 90m HH_1169,13.0,0.0,1.5,0.5,0.75,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,108150.0,1715805.0,,1.0,1.56,,34.0,461.0
Baseline 1.5MW 91m RD 90m HH_1170,33.0,0.3888888888888889,1.5,0.5,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,68621.0,216195.0,3416094.0,1.24,1.0,1.58,34.0,87.0,1101.0
Baseline 1.5MW 91m RD 90m HH_1171,67.0,0.3888888888888889,1.5,0.5,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,118574.0,397100.0,6335596.0,1.24,1.0,1.58,68.0,177.0,2212.0
Baseline 1.5MW 91m RD 90m HH_1172,100.0,0.3888888888888889,1.5,0.5,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168365.0,570986.0,9109686.0,1.24,1.0,1.58,102.0,264.0,3269.0
Baseline 1.5MW 91m RD 90m HH_1173,133.0,0.3888888888888889,1.5,0.5,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,216986.0,747181.0,12001780.0,1.24,1.0,1.58,135.0,351.0,4370.0
Baseline 1.5MW 91m RD 90m HH_1174,267.0,0.3888888888888889,1.5,0.5,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,415303.0,1459072.0,23506968.0,1.24,1.0,1.58,272.0,704.0,8750.0
Baseline 1.5MW 91m RD 90m HH_1175,667.0,0.3888888888888889,1.5,0.5,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,1006423.0,3587634.0,57851389.0,1.24,1.0,1.58,679.0,1758.0,21824.0
Baseline 1.5MW 91m RD 90m HH_1176,13.0,0.0,1.5,0.75,0.75,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,108150.0,2064846.0,,1.0,1.56,,34.0,596.0
Baseline 1.5MW 91m RD 90m HH_1177,33.0,0.3888888888888889,1.5,0.75,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,68621.0,216195.0,4361805.0,1.24,1.0,1.58,34.0,87.0,1461.0
Baseline 1.5MW 91m RD 90m HH_1178,67.0,0.3888888888888889,1.5,0.75,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,118574.0,397100.0,8345023.0,1.24,1.0,1.58,68.0,177.0,2977.0
Baseline 1.5MW 91m RD 90m HH_1179,100.0,0.3888888888888889,1.5,0.75,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168365.0,570986.0,12064824.0,1.24,1.0,1.58,102.0,264.0,4394.0
Baseline 1.5MW 91m RD 90m HH_1180,133.0,0.3888888888888889,1.5,0.75,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,216986.0,747181.0,15902629.0,1.24,1.0,1.58,135.0,351.0,5855.0
Baseline 1.5MW 91m RD 90m HH_1181,267.0,0.3888888888888889,1.5,0.75,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,415303.0,1459072.0,31426671.0,1.24,1.0,1.58,272.0,704.0,11765.0
Baseline 1.5MW 91m RD 90m HH_1182,667.0,0.3888888888888889,1.5,0.75,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,1006423.0,3587634.0,77591643.0,1.24,1.0,1.58,679.0,1758.0,29339.0
Baseline 1.5MW 91m RD 90m HH_1183,13.0,0.0,1.5,1.0,0.75,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,108150.0,2413888.0,,1.0,1.56,,34.0,731.0
Baseline 1.5MW 91m RD 90m HH_1184,33.0,0.3888888888888889,1.5,1.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,68621.0,216195.0,5307516.0,1.24,1.0,1.58,34.0,87.0,1821.0
Baseline 1.5MW 91m RD 90m HH_1185,67.0,0.3888888888888889,1.5,1.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,118574.0,397100.0,10236445.0,1.24,1.0,1.58,68.0,177.0,3697.0
Baseline 1.5MW 91m RD 90m HH_1186,100.0,0.3888888888888889,1.5,1.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,168365.0,570986.0,15019962.0,1.24,1.0,1.58,102.0,264.0,5519.0
Baseline 1.5MW 91m RD 90m HH_1187,133.0,0.3888888888888889,1.5,1.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,216986.0,747181.0,19803478.0,1.24,1.0,1.58,135.0,351.0,7340.0
Baseline 1.5MW 91m RD 90m HH_1188,267.0,0.3888888888888889,1.5,1.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,415303.0,1459072.0,39228369.0,1.24,1.0,1.58,272.0,704.0,14735.0
Baseline 1.5MW 91m RD 90m HH_1189,667.0,0.3888888888888889,1.5,1.0,0.75,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,1006423.0,3587634.0,97213894.0,1.24,1.0,1.58,679.0,1758.0,36809.0
Baseline 1.5MW 91m RD 90m HH_1190,13.0,0.0,1.5,0.0,1.0,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,127515.0,993363.0,,1.0,1.56,,34.0,146.0
Baseline 1.5MW 91m RD 90m HH_1191,33.0,0.3888888888888889,1.5,0.0,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,80532.0,266349.0,1621743.0,1.24,1.0,1.58,34.0,87.0,336.0
Baseline 1.5MW 91m RD 90m HH_1192,67.0,0.3888888888888889,1.5,0.0,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,142713.0,498731.0,2753610.0,1.24,1.0,1.58,68.0,177.0,682.0
Baseline 1.5MW 91m RD 90m HH_1193,100.0,0.3888888888888889,1.5,0.0,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,204775.0,722050.0,3851353.0,1.24,1.0,1.58,102.0,264.0,1019.0
Baseline 1.5MW 91m RD 90m HH_1194,133.0,0.3888888888888889,1.5,0.0,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,265308.0,948400.0,4949096.0,1.24,1.0,1.58,135.0,351.0,1355.0
Baseline 1.5MW 91m RD 90m HH_1195,267.0,0.3888888888888889,1.5,0.0,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,512264.0,1862832.0,9408315.0,1.24,1.0,1.58,272.0,704.0,2720.0
Baseline 1.5MW 91m RD 90m HH_1196,667.0,0.3888888888888889,1.5,0.0,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,1248306.0,4597094.0,22719907.0,1.24,1.0,1.58,679.0,1758.0,6794.0
Baseline 1.5MW 91m RD 90m HH_1197,13.0,0.0,1.5,0.25,1.0,90,,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,,127515.0,1572157.0,,1.0,1.56,,34.0,326.0
Baseline 1.5MW 91m RD 90m HH_1198,33.0,0.3888888888888889,1.5,0.25,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,80532.0,266349.0,2944663.0,1.24,1.0,1.58,34.0,87.0,741.0
Baseline 1.5MW 91m RD 90m HH_1199,67.0,0.3888888888888889,1.5,0.25,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,142713.0,498731.0,5252701.0,1.24,1.0,1.58,68.0,177.0,1447.0
Baseline 1.5MW 91m RD 90m HH_1200,100.0,0.3888888888888889,1.5,0.25,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,204775.0,722050.0,7526615.0,1.24,1.0,1.58,102.0,264.0,2144.0
Baseline 1.5MW 91m RD 90m HH_1201,133.0,0.3888888888888889,1.5,0.25,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,265308.0,948400.0,9947278.0,1.24,1.0,1.58,135.0,351.0,2885.0
Baseline 1.5MW 91m RD 90m HH_1202,267.0,0.3888888888888889,1.5,0.25,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,512264.0,1862832.0,19257931.0,1.24,1.0,1.58,272.0,704.0,5735.0
Baseline 1.5MW 91m RD 90m HH_1203,667.0,0.3888888888888889,1.5,0.25,1.0,90,LB 258 Hydraulic,LB 75 Hydraulic,LR1500 SL4DFB + Derrick,1248306.0,4597094.0,47270572.0,1.24,1.0,1.58,679.0,1758.0,14309.0
